cwe,file,vul
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_13_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_05_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_01_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_04_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_12_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_16_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_08_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_11_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_15_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_03_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_07_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_06_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_02_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_14_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_10_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_05_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_01_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_17_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_13_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_09_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_08_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_12_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_16_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_04_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_03_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_07_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_11_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_15_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_14_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_10_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__util_06_pos.java,0
CWE338,CWE338_Weak_PRNG/CWE338_Weak_PRNG__math_02_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__synchronized_methods_Thread_01_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__synchronized_methods_Servlet_01_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__synchronized_Objects_Servlet_01_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__ReentrantLock_Servlet_01_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__ReentrantLock_Thread_01_pos.java,0
CWE833,CWE833_Deadlock/CWE833_Deadlock__synchronized_Objects_Thread_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_function_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_15_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_16_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_03_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_06_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_07_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_05_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_for_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__equals_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_if_11_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_13_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_17_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_08_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_block_01_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_while_09_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_04_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_10_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_02_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__semicolon_14_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_else_12_pos.java,0
CWE398,CWE398_Poor_Code_Quality/CWE398_Poor_Code_Quality__empty_case_06_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_12_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_45_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_04_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_08_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_09_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_31_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_12_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_45_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_11_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_07_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_08_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_04_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_15_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_42_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_03_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_42_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_15_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_03_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_09_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_42_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_03_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_15_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_45_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_12_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_08_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_04_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_09_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_06_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_10_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_15_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_04_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_42_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_08_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_12_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_connect_tcp_45_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_03_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_09_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_17_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_01_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_File_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_08_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_03_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_15_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_listen_tcp_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_database_42_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getParameter_Servlet_05_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_13_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_14_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getQueryString_Servlet_02_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_URLConnection_21_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_getCookies_Servlet_04_pos.java,0
CWE83,CWE83_XSS_Attribute/CWE83_XSS_Attribute__Servlet_PropertiesFile_09_pos.java,0
